epoch,train_loss,gen_mse,sharpness,sharpness_2,proj_step,proj_cum,eig_1,eig_2
1,0.5688709020614624,0.5265972018241882,2.969869613647461,-0.7415628433227539,0.0,0.0,95.21942138671875,19.647804260253906
5,0.12834858894348145,3.5426948070526123,9.707769393920898,7.607957363128662,0.37863653898239136,0.37863653898239136,274.1829833984375,227.4519805908203
10,0.34107574820518494,2.589714765548706,12.090644836425781,2.54864501953125,0.13956043124198914,0.5628752708435059,297.1510314941406,75.36244201660156
15,0.3091241717338562,1.7638944387435913,5.916204452514648,2.507887840270996,0.45937275886535645,0.42430633306503296,161.16775512695312,93.90150451660156
20,0.08184010535478592,1.630697250366211,5.738399982452393,2.543363571166992,0.2683604657649994,0.529888391494751,164.96261596679688,88.6371841430664
25,0.05453287810087204,1.5078530311584473,4.960518836975098,2.648549795150757,0.26730430126190186,0.3887377083301544,138.14744567871094,97.78904724121094
30,0.033007342368364334,1.436650276184082,4.7374701499938965,2.868422508239746,0.21556514501571655,0.4624393582344055,143.94264221191406,96.52513885498047
35,0.01921788789331913,1.3819609880447388,4.32661247253418,2.955587863922119,0.17057061195373535,0.3104289770126343,127.44770812988281,103.93673706054688
40,0.012002618983387947,1.3653134107589722,4.3194475173950195,3.119558334350586,0.13937826454639435,0.3991456627845764,135.8074951171875,101.40879821777344
45,0.0072301351465284824,1.3280504941940308,4.05444860458374,3.1643524169921875,0.10825497657060623,0.21551921963691711,124.52295684814453,106.49604034423828
50,0.00472064595669508,1.323767900466919,4.1077985763549805,3.2464799880981445,0.08798617124557495,0.3281906247138977,131.69776916503906,103.5779037475586
55,0.0030886747408658266,1.2969683408737183,3.9307003021240234,3.266115188598633,0.0687805786728859,0.10533715039491653,124.35822296142578,106.57356262207031
60,0.002203463576734066,1.2977532148361206,4.006420135498047,3.297214984893799,0.05459016188979149,0.2634892463684082,129.62322998046875,104.36551666259766
65,0.0016336762346327305,1.2782014608383179,3.88881778717041,3.301508903503418,0.04259578883647919,0.012014694511890411,125.00760650634766,105.92080688476562
70,0.0013124241959303617,1.280094027519226,3.959475517272949,3.308549404144287,0.033347081393003464,0.21778574585914612,128.5712890625,104.46043395996094
75,0.0011054165661334991,1.2657015323638916,3.881873607635498,3.305173873901367,0.025996709242463112,0.05168299749493599,125.69273376464844,105.18746185302734
80,0.0009826233144849539,1.2671281099319458,3.937208414077759,3.303417921066284,0.020304378122091293,0.19050981104373932,128.03884887695312,104.23628234863281
85,0.0009015709511004388,1.2563806772232056,3.8861773014068604,3.297010660171509,0.015862170606851578,0.09215323626995087,126.24712371826172,104.5179672241211
90,0.000849784875754267,1.2568882703781128,3.9262592792510986,3.2923903465270996,0.01242387667298317,0.17604979872703552,127.78446960449219,103.87454223632812
95,0.0008134767413139343,1.2486774921417236,3.8928704261779785,3.2851219177246094,0.009747955948114395,0.11801128834486008,126.67269134521484,103.92301940917969
100,0.0007876824238337576,1.2482929229736328,3.921013116836548,3.2796199321746826,0.007672940846532583,0.16942927241325378,127.68816375732422,103.46021270751953
105,0.0007677879766561091,1.2418255805969238,3.8993382453918457,3.2723517417907715,0.006055115256458521,0.1351548433303833,127.00321960449219,103.38868713378906
110,0.0007518600323237479,1.2407341003417969,3.9189810752868652,3.2666258811950684,0.004795324057340622,0.16733068227767944,127.6858901977539,103.03263854980469
115,0.0007383007323369384,1.2354596853256226,3.9050753116607666,3.259654998779297,0.0038100252859294415,0.1470867246389389,127.27006530761719,102.9010238647461
120,0.0007263599545694888,1.233864188194275,3.918926477432251,3.253938674926758,0.003038357477635145,0.16774141788482666,127.74126434326172,102.6098861694336
125,0.0007154635386541486,1.2294098138809204,3.910172462463379,3.2473392486572266,0.0024325232952833176,0.155830517411232,127.49608612060547,102.44992065429688
130,0.0007053152658045292,1.2274802923202515,3.9201576709747314,3.2417287826538086,0.0019546423573046923,0.16948498785495758,127.8326644897461,102.20000457763672
135,0.0006957012810744345,1.2235976457595825,3.914827585220337,3.2354979515075684,0.0015779880341142416,0.1625603437423706,127.6965103149414,102.0285415649414
140,0.0006864983588457108,1.221461534500122,3.92225980758667,3.2300357818603516,0.0012783827260136604,0.17188763618469238,127.94692993164062,101.8062744140625
145,0.0006776225636713207,1.2179864645004272,3.9192187786102295,3.2241458892822266,0.0010413203854113817,0.16796985268592834,127.8810806274414,101.63225555419922
150,0.0006690194131806493,1.215733289718628,3.924966335296631,3.218855381011963,0.0008508628234267235,0.17456912994384766,128.075927734375,101.4297103881836
155,0.0006606535171158612,1.2125567197799683,3.9234695434570312,3.213273525238037,0.0006996123120188713,0.17247769236564636,128.05592346191406,101.25779724121094
160,0.000652497576083988,1.2102478742599487,3.9281058311462402,3.2081634998321533,0.0005767400143668056,0.17731928825378418,128.21456909179688,101.0701904296875
165,0.0006445330800488591,1.2072968482971191,3.927661418914795,3.2028605937957764,0.00047898065531626344,0.17634271085262299,128.224853515625,100.90277862548828
170,0.0006367465830408037,1.204972743988037,3.9315617084503174,3.197935104370117,0.000398474745452404,0.1800253689289093,128.3596649169922,100.72710418701172
175,0.0006291269091889262,1.2021980285644531,3.9318442344665527,3.1928858757019043,0.00033454279764555395,0.17972984910011292,128.39019775390625,100.5653076171875
180,0.0006216646870598197,1.1998850107192993,3.93525767326355,3.188141107559204,0.0002810373844113201,0.18263036012649536,128.5092010498047,100.39960479736328
185,0.0006143520586192608,1.1972522735595703,3.9360485076904297,3.183323383331299,0.00023866996343713254,0.18274922668933868,128.553466796875,100.24386596679688
190,0.0006071827374398708,1.1949667930603027,3.939138650894165,3.1787571907043457,0.00020232537644915283,0.18510694801807404,128.66184997558594,100.08677673339844
195,0.0006001504953019321,1.192452311515808,3.940293073654175,3.1741514205932617,0.0001737578131724149,0.18547657132148743,128.7156219482422,99.93716430664062
200,0.000593250326346606,1.1902046203613281,3.9431655406951904,3.1697568893432617,0.00014863902470096946,0.18744692206382751,128.8167724609375,99.7876968383789
205,0.0005864769336767495,1.187790870666504,3.944584846496582,3.1653478145599365,0.00012913832324557006,0.1879650354385376,128.87725830078125,99.64407348632812
210,0.0005798257770948112,1.18558669090271,3.9473109245300293,3.1611180305480957,0.0001113880643970333,0.18965104222297668,128.9734344482422,99.5014877319336
215,0.0005732927820645273,1.1832609176635742,3.9489269256591797,3.1568894386291504,9.798840619623661e-05,0.19025331735610962,129.03872680664062,99.36360931396484
220,0.0005668738158419728,1.1811035871505737,3.951559066772461,3.152817726135254,8.539776899851859e-05,0.19172655045986176,129.13150024414062,99.2272720336914
225,0.0005605649203062057,1.1788558959960938,3.953321933746338,3.1487581729888916,7.616837683599442e-05,0.1923709511756897,129.20030212402344,99.09489440917969
230,0.0005543626029975712,1.1767464876174927,3.9558911323547363,3.144836187362671,6.685743574053049e-05,0.19368016719818115,129.2907257080078,98.96430969238281
235,0.0005482636042870581,1.1745692491531372,3.957767963409424,3.140934467315674,6.0423859395086765e-05,0.194341778755188,129.36215209960938,98.83711242675781
240,0.0005422643735073507,1.172507882118225,3.960297107696533,3.137155532836914,5.348246486391872e-05,0.195521742105484,129.4509735107422,98.71185302734375
245,0.0005363620584830642,1.170395016670227,3.9622642993927,3.1334006786346436,4.9031819798983634e-05,0.1961842030286789,129.5244140625,98.58956909179688
250,0.0005305538070388138,1.1683812141418457,3.964771270751953,3.1297569274902344,4.385651845950633e-05,0.19726082682609558,129.6121368408203,98.46924591064453
255,0.0005248363013379276,1.1663274765014648,3.966808319091797,3.1261398792266846,4.0773782529868186e-05,0.1979137510061264,129.68714904785156,98.35157775878906
260,0.0005192070966586471,1.1643600463867188,3.9693031311035156,3.122624635696411,3.6753088352270424e-05,0.19890587031841278,129.774169921875,98.23585510253906
265,0.000513663690071553,1.1623611450195312,3.971397876739502,3.119137763977051,3.475557605270296e-05,0.19954286515712738,129.8504180908203,98.1225357055664
270,0.0005082038114778697,1.160438895225525,3.973888874053955,3.1157443523406982,3.1570656574331224e-05,0.20046497881412506,129.93701171875,98.01111602783203
275,0.0005028246087022126,1.1584910154342651,3.9760308265686035,3.1123785972595215,3.027121420018375e-05,0.2010827511548996,130.01426696777344,97.90189361572266
280,0.0004975242190994322,1.156612515449524,3.978524923324585,3.109100341796875,2.7791698812507093e-05,0.20194624364376068,130.1006622314453,97.79451751708984
285,0.0004923000233247876,1.154712438583374,3.980706214904785,3.105849266052246,2.6982103008776903e-05,0.20254269242286682,130.1787567138672,97.68914031982422
290,0.00048715033335611224,1.1528760194778442,3.9832053184509277,3.1026806831359863,2.4854016373865306e-05,0.2033555805683136,130.2650604248047,97.58555603027344
295,0.0004820730828214437,1.1510210037231445,3.985421657562256,3.0995383262634277,2.4403314455412328e-05,0.2039308100938797,130.34390258789062,97.48381042480469
300,0.0004770659434143454,1.1492253541946411,3.9879283905029297,3.0964725017547607,2.2696011001244187e-05,0.20470017194747925,130.4302520751953,97.3837890625
305,0.0004721277509815991,1.147412657737732,3.9901740550994873,3.093432903289795,2.2712250938639045e-05,0.20525293052196503,130.5096893310547,97.28547668457031
310,0.0004672562063205987,1.1456561088562012,3.9926936626434326,3.090465545654297,2.1463034499902278e-05,0.2059861123561859,130.5962371826172,97.18880462646484
315,0.00046244976692833006,1.143883228302002,3.994962692260742,3.087522029876709,2.1765146811958402e-05,0.20651577413082123,130.67617797851562,97.09371948242188
320,0.000457706832094118,1.142164707183838,3.99749755859375,3.084648609161377,2.0745268557220697e-05,0.2072177529335022,130.76296997070312,97.00022888183594
325,0.00045302571379579604,1.1404294967651367,3.9997851848602295,3.081796407699585,2.1322521206457168e-05,0.20772449672222137,130.84335327148438,96.908203125
330,0.0004484049277380109,1.1387473344802856,4.002337455749512,3.0790116786956787,2.0641375158447772e-05,0.20840029418468475,130.93051147460938,96.81769561767578
335,0.00044384278589859605,1.1370478868484497,4.004640102386475,3.0762453079223633,2.1538420696742833e-05,0.20888328552246094,131.01119995117188,96.72855377197266
340,0.000439338298747316,1.1354011297225952,4.0072126388549805,3.0735464096069336,2.1048275812063366e-05,0.2095372974872589,131.0988006591797,96.6408920288086
345,0.000434889952884987,1.133735179901123,4.009527206420898,3.070861577987671,2.211854007327929e-05,0.20999690890312195,131.1797637939453,96.55448150634766
350,0.00043049617670476437,1.1321228742599487,4.01212215423584,3.0682435035705566,2.1908643248025328e-05,0.21063268184661865,131.26788330078125,96.4695053100586
355,0.0004261558933649212,1.130488395690918,4.014443874359131,3.0656354427337646,2.3337815946433693e-05,0.2110680192708969,131.3489990234375,96.38568115234375
360,0.0004218679969199002,1.1289095878601074,4.017063140869141,3.0630950927734375,2.3518696252722293e-05,0.21169045567512512,131.43775939941406,96.30326843261719
365,0.0004176312359049916,1.1273049116134644,4.019387722015381,3.0605602264404297,2.5226814614143223e-05,0.21210035681724548,131.5189208984375,96.22189331054688
370,0.000413444300647825,1.1257588863372803,4.022037982940674,3.058093547821045,2.577684062998742e-05,0.21271345019340515,131.60841369628906,96.14189910888672
375,0.00040930643444880843,1.124181866645813,4.024358749389648,3.0556271076202393,2.7936875994782895e-05,0.21309596300125122,131.6894989013672,96.06285095214844
380,0.00040521606570109725,1.1226681470870972,4.027044773101807,3.053232192993164,2.899017999880016e-05,0.21370480954647064,131.77987670898438,95.98517608642578
385,0.0004011726414319128,1.1211167573928833,4.029353141784668,3.0508315563201904,3.1709241739008576e-05,0.21405702829360962,131.86070251464844,95.9083251953125
390,0.00039717485196888447,1.1196353435516357,4.032081604003906,3.0485053062438965,3.335814835736528e-05,0.21466736495494843,131.95217895507812,95.8328628540039
395,0.00039322179509326816,1.1181073188781738,4.034370422363281,3.0461645126342773,3.672361344797537e-05,0.21498559415340424,132.03253173828125,95.75809478759766
400,0.00038931306335143745,1.1166582107543945,4.0371503829956055,3.0439062118530273,3.917134745279327e-05,0.21560396254062653,132.12530517578125,95.68475341796875
405,0.00038544691051356494,1.1151509284973145,4.039407730102539,3.041621685028076,4.3606785766314715e-05,0.21588197350502014,132.2048797607422,95.61195373535156
410,0.00038162313285283744,1.113735318183899,4.0422539710998535,3.039429187774658,4.7468980483245105e-05,0.21651890873908997,132.2993621826172,95.54066467285156
415,0.00037784071173518896,1.1122452020645142,4.044458389282227,3.0371975898742676,5.3372779802884907e-05,0.21674644947052002,132.37767028808594,95.46971893310547
420,0.00037409880314953625,1.1108649969100952,4.04739236831665,3.035069704055786,5.882685218239203e-05,0.21741458773612976,132.474365234375,95.4004135131836
425,0.00037039685412310064,1.109387755393982,4.049521446228027,3.032883882522583,6.670282891718671e-05,0.21757903695106506,132.55081176757812,95.3311996459961
430,0.0003667339915409684,1.108046054840088,4.052570343017578,3.030824661254883,7.46266232454218e-05,0.21829593181610107,132.65045166015625,95.26383972167969
435,0.0003631094004958868,1.1065762042999268,4.054586410522461,3.0286784172058105,8.552266081096604e-05,0.21837708353996277,132.72413635253906,95.19623565673828
440,0.0003595227899495512,1.1052777767181396,4.057796478271484,3.0266873836517334,9.71013359958306e-05,0.21916863322257996,132.8278045654297,95.13079833984375
445,0.00035597331589087844,1.1038070917129517,4.059643745422363,3.024573802947998,0.00011254193668719381,0.21913626790046692,132.8973388671875,95.06463623046875
450,0.00035246092011220753,1.1025605201721191,4.06308126449585,3.022657871246338,0.00012982558109797537,0.22004160284996033,133.00672912597656,95.00115203857422
455,0.00034898484591394663,1.1010769605636597,4.064674377441406,3.0205624103546143,0.00015218525368254632,0.2198491096496582,133.0700225830078,94.93624877929688
460,0.00034554509329609573,1.0998952388763428,4.068442344665527,3.0187320709228516,0.00017787361866794527,0.22092601656913757,133.18768310546875,94.87479400634766
465,0.0003421418950892985,1.0983810424804688,4.069655418395996,3.0166406631469727,0.00021063763415440917,0.22050368785858154,133.24156188964844,94.8108901977539
470,0.0003387757169548422,1.0972846746444702,4.073914527893066,3.0149104595184326,0.0002495256485417485,0.22184038162231445,133.37142944335938,94.75165557861328
475,0.0003354473737999797,1.095712423324585,4.0745439529418945,3.012796401977539,0.0002990532375406474,0.22107750177383423,133.41090393066406,94.68838500976562
480,0.00033215933945029974,1.0947346687316895,4.0795464515686035,3.0111958980560303,0.0003592026187106967,0.22281509637832642,133.5592803955078,94.63168334960938
485,0.0003289149608463049,1.0930603742599487,4.079265594482422,3.0090208053588867,0.00043577508768066764,0.22153350710868835,133.57623291015625,94.5684814453125
490,0.00032572061172686517,1.0922561883926392,4.0854315757751465,3.0075953006744385,0.0005304130027070642,0.22389882802963257,133.75343322753906,94.51493072509766
495,0.00032258598366752267,1.0904083251953125,4.083703994750977,3.005293846130371,0.0006512384861707687,0.2218092679977417,133.73464965820312,94.45088958740234
500,0.0003195285389665514,1.0898685455322266,4.091721057891846,3.004122257232666,0.0008029502932913601,0.2251732498407364,133.9575958251953,94.40154266357422
505,0.00031657551880925894,1.0877277851104736,4.087650299072266,3.001587390899658,0.0009981743060052395,0.22179432213306427,133.88092041015625,94.33514404296875
510,0.00031377639970742166,1.0876069068908691,4.098687648773193,3.0008044242858887,0.0012467143824324012,0.2267799973487854,134.1783447265625,94.29188537597656
515,0.0003112062986474484,1.084970474243164,4.090739727020264,2.9978508949279785,0.0015691752778366208,0.2212940752506256,134.00587463378906,94.22052764892578
520,0.00030901021091267467,1.085534930229187,4.106812477111816,2.997690439224243,0.001984773203730583,0.22896458208560944,134.4271240234375,94.18670654296875
525,0.00030740504735149443,1.0820503234863281,4.092313766479492,2.993993043899536,0.0025296646635979414,0.21995356678962708,134.09275817871094,94.10579681396484
530,0.0003068334481213242,1.0837701559066772,4.116969108581543,2.9948644638061523,0.0032394423615187407,0.2321610152721405,134.72438049316406,94.08745574951172
535,0.00030793595942668617,1.078812837600708,4.091165065765381,2.9898340702056885,0.004180956166237593,0.21711131930351257,134.11021423339844,93.98870086669922
540,0.00031213852344080806,1.0825318098068237,4.130755424499512,2.992464780807495,0.005417732987552881,0.23713555932044983,135.10638427734375,93.99690246582031
545,0.0003213489835616201,1.0749789476394653,4.085062503814697,2.9850006103515625,0.0070789954625070095,0.21149654686450958,133.99819946289062,93.86499786376953
550,0.0003404004091862589,1.0822312831878662,4.151093482971191,2.9906809329986572,0.009270456619560719,0.24521316587924957,135.63563537597656,93.92008209228516
555,0.0003747836744878441,1.070058822631836,4.069936752319336,2.9786529541015625,0.012248904444277287,0.20060303807258606,133.6398162841797,93.72657012939453
560,0.0004415195726323873,1.0836234092712402,4.183009147644043,2.9896304607391357,0.01615665853023529,0.25850117206573486,136.4077606201172,93.8653335571289
565,0.0005536488024517894,1.0633010864257812,4.039053916931152,2.9688150882720947,0.021490981802344322,0.17948365211486816,132.8137969970703,93.55863189697266
570,0.0007703070878051221,1.0878925323486328,4.233105659484863,2.988770008087158,0.028292901813983917,0.27948451042175293,137.50498962402344,93.84196472167969
575,0.001095623942092061,1.0541688203811646,3.9854366779327393,2.951077461242676,0.03730661794543266,0.13952814042568207,131.17857360839844,93.34246826171875
580,0.0017026221612468362,1.0957049131393433,4.298885822296143,2.98532772064209,0.04791923984885216,0.307631254196167,138.69200134277344,93.84019470214844
585,0.0023776486050337553,1.0449422597885132,3.9186830520629883,2.9204955101013184,0.05999941751360893,0.07466663420200348,128.62863159179688,93.10834503173828
590,0.0034499983303248882,1.1029711961746216,4.334205627441406,2.974501371383667,0.07217524945735931,0.33104029297828674,138.7350616455078,93.78707885742188
595,0.003935961984097958,1.0433353185653687,3.8805816173553467,2.8917596340179443,0.0804271250963211,0.00896206684410572,126.2656021118164,93.08496856689453
600,0.00452868826687336,1.1014440059661865,4.274842739105225,2.9604172706604004,0.08715842664241791,0.3300478458404541,136.50100708007812,93.64798736572266
605,0.004059788770973682,1.0506099462509155,3.879237413406372,2.8951406478881836,0.08516965806484222,0.014484688639640808,125.34227752685547,93.42375183105469
610,0.0037411588709801435,1.0937824249267578,4.16775369644165,2.9561684131622314,0.08274231106042862,0.30449163913726807,133.5550079345703,93.59580993652344
615,0.002930964110419154,1.0578484535217285,3.8834915161132812,2.9174447059631348,0.07437480241060257,0.0018104035407304764,125.37373352050781,93.77091979980469
620,0.0024021207354962826,1.0865103006362915,4.081968307495117,2.959834575653076,0.06706039607524872,0.2701890468597412,131.39544677734375,93.6569595336914
625,0.0018084439216181636,1.0617891550064087,3.8881585597991943,2.936307907104492,0.05802525579929352,0.03226879611611366,125.72413635253906,93.92489624023438
630,0.0014299026224762201,1.080834984779358,4.028361797332764,2.963352680206299,0.05043817311525345,0.2386281043291092,130.08189392089844,93.71817016601562
635,0.0010912592988461256,1.063329815864563,3.8954849243164062,2.94708251953125,0.043032292276620865,0.0614905059337616,126.15202331542969,93.93621063232422
640,0.0008736170711927116,1.076299786567688,3.997504472732544,2.964291572570801,0.03690173476934433,0.21397879719734192,129.3290252685547,93.73370361328125
645,0.0006957814330235124,1.0634760856628418,3.9045023918151855,2.9520187377929688,0.03141540288925171,0.08478648960590363,126.56745147705078,93.8785171508789
650,0.0005789150018244982,1.0724987983703613,3.9803574085235596,2.9632675647735596,0.026893578469753265,0.1962674856185913,128.91505432128906,93.70844268798828
655,0.00048685265937820077,1.06281316280365,3.9137516021728516,2.953627824783325,0.02298610284924507,0.10218407213687897,126.9404296875,93.79348754882812
660,0.00042455122456885874,1.0691872835159302,3.971214771270752,2.961210250854492,0.01976088061928749,0.18409493565559387,128.7048797607422,93.65680694580078
